id,species,accepted_name,gbif_taxon_key,family,order,common_name,growth_form,landscape_category,leaf_phenology,native_region,native_koppen,lai_mean,lai_min,lai_max,lai_sd,lai_n,lai_method,lai_context,lai_measurement_koppen,pft,tier,tier_source,urban_context,sources,notes,entry_date,data_version,ai_assisted,ai_model
33303,Syzygium conglomeratum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33304,Syzygium cordatum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33305,Syzygium coriaceum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33306,Syzygium cormiflorum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33307,Syzygium corynanthum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33308,Syzygium creaghii,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33309,Syzygium crebrinerve,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33310,Syzygium cryptophlebium,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33311,Syzygium cumini,,,,,Java Plum,tree,Tree,evergreen,,"Af,Am,Aw",4.0,2.5,5.8,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean,UNKNOWN,PFT mean: Tropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrBE,2026-05-25,1.1.0,FALSE,
33312,Syzygium dansiei,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33313,Syzygium decussatum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33314,Syzygium densiflorum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33315,Syzygium densinervium,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33316,Syzygium diospyrifolium,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33317,Syzygium divaricatum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33318,Syzygium duthieanum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33319,Syzygium effusum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33320,Syzygium endophloium,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33321,Syzygium erythrocalyx,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33322,Syzygium erythrodoxum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33323,Syzygium eucalyptoides,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33324,Syzygium euneuron,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33325,Syzygium fastigiatum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33326,Syzygium fibrosum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33327,Syzygium filiforme,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33328,Syzygium fleuryi,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: . PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33329,Syzygium floribundum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33330,Syzygium fluviatile,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33331,Syzygium formosanum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33332,Syzygium forrestii,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33333,Syzygium forte,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33334,Syzygium foxworthianum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33335,Syzygium francisii,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33336,Syzygium fruticosum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33337,Syzygium fullagarii,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33338,Syzygium furfuraceum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33339,Syzygium garcinioides,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33340,Syzygium gardneri,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33341,Syzygium gerrardii,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33342,Syzygium gilletii,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33343,Syzygium glabratum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33344,Syzygium glenum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33345,Syzygium globiflorum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33346,Syzygium glomeratum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33347,Syzygium gonatanthum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33348,Syzygium goniopterum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33349,Syzygium gracilipes,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33350,Syzygium grande,,,,,Sea Apple,tree,Tree,evergreen,,"Af,Am,Aw",4.2,2.8,6.0,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean,UNKNOWN,PFT mean: Tropical broadleaf evergreen tree. Bonan (2008) Science 320:1444; Running et al. (2000) Science 289:1772; Kattge et al. (2020) TRY,PFT TrBE; NParks Singapore,2026-05-25,1.1.0,FALSE,
33351,Syzygium graveolens,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33352,Syzygium grijsii,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33353,Syzygium guehoi,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33354,Syzygium guillauminii,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33355,Syzygium guineense,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33356,Syzygium gustavioides,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33357,Syzygium hancei,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33358,Syzygium hedraiophyllum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33359,Syzygium hemilamprum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33360,Syzygium hemisphericum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33361,Syzygium hemsleyanum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33362,Syzygium hirtum,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
33363,Syzygium hodgkinsoniae,,,,,,tree,Tree,evergreen,,"Af,Am,Aw",4.5,2.5,7.5,,0,PFT-inferred,inferred,,TrBE,4,PFT_Mean_GBIF,UNKNOWN,"GBIF Backbone Taxonomy (gbif.org, doi:10.15468/39omei). Family: Myrtaceae. PFT LAI: Bonan (2008) Science 320:1444",Genus Syzygium GBIF accepted species. PFT: TrBE. Urban LAI may differ from natural conditions.,2026-05-25,1.1.0,False,
